ClassName,Changes,TotalCommits,Insertions,Deletions
WeibullDistribution,7,3919,0,63
ZipfDistributionImpl,5,3221,0,178
ZipfDistribution,3,3221,0,66
DoubleArray,5,4616,0,123
DuplicateSampleAbscissaException,6,3759,0,47
EmpiricalDistributionImpl,5,4602,0,279
EmpiricalDistribution,5,4602,0,180
AbstractEstimator,20,3070,0,314
EstimatedParameter,9,3070,0,126
EstimationException,10,3070,0,48
EstimationProblem,8,3070,0,67
Estimator,9,3070,0,93
GaussNewtonEstimator,24,3070,0,228
LevenbergMarquardtEstimator,16,3070,0,874
SimpleEstimationProblem,12,3070,0,111
WeightedMeasurement,11,3070,0,172
ExpandableDoubleArray,12,4623,0,280
FieldElement,3,2986,0,61
Field,3,2986,0,53
FixedDoubleArray,5,4614,0,199
AbstractFormat,5,3041,0,206
BigFractionField,4,2985,0,66
BigFractionFormat,3,3041,0,287
BigFraction,10,3044,0,1132
FractionConversionException,9,3760,0,22
FractionField,4,2985,0,66
FractionFormat,15,3927,0,386
Fraction,30,3927,0,338
ProperBigFractionFormat,3,3041,0,239
ProperFractionFormat,11,3927,0,208
Freq,3,4627,0,179
FunctionEvaluationException,16,4065,0,80
AbstractListChromosome,3,2835,0,104
BinaryChromosome,3,2835,0,92
BinaryMutation,3,2835,0,52
Chromosome,4,3416,0,29
ChromosomePair,5,3416,0,58
CrossoverPolicy,5,3416,0,32
ElitisticListPopulation,3,2835,0,108
Fitness,5,3416,0,20
FixedGenerationCount,3,2835,0,70
GeneticAlgorithm,10,3416,0,181
InvalidRepresentationException,3,2835,0,63
ListPopulation,3,2835,0,150
MutationPolicy,5,3416,0,30
OnePointCrossover,3,2835,0,117
PermutationChromosome,3,2835,0,44
Population,5,3416,0,52
RandomKey,4,2835,0,290
RandomKeyMutation,5,2835,0,56
SelectionPolicy,5,3416,0,29
StoppingCondition,4,3416,0,32
TournamentSelection,3,2835,0,114
CardanEulerSingularityException,8,3742,0,44
NotARotationMatrixException,8,3742,0,44
Rotation,16,3742,0,1017
RotationOrder,7,3742,0,175
Vector3DFormat,8,3328,0,337
Vector3D,20,3742,0,357
AbstractFieldMatrix,9,2984,0,1088
AbstractRealMatrix,22,3218,0,730
AnyMatrix,2,2938,0,48
Array2DRowFieldMatrix,2,2837,0,617
Array2DRowRealMatrix,2,2837,0,625
ArrayFieldVector,2,2837,0,803
ArrayRealVector,2,2837,0,1411
BiDiagonalTransformer,6,2864,0,379
BigMatrixImpl,39,4171,0,1055
BigMatrix,17,4171,0,327
BlockFieldMatrix,4,2839,0,1621
BlockRealMatrix,4,2839,0,1638
CholeskyDecompositionImpl,7,2864,0,353
CholeskyDecomposition,4,2864,0,71
BiDiagonalTransformer,3,3089,0,386
CholeskyDecompositionImpl,6,3089,0,365
CholeskyDecomposition,4,3089,0,74
DecompositionSolver,3,3089,0,89
EigenDecompositionImpl,5,3089,0,1840
EigenDecomposition,3,3089,0,135
FieldDecompositionSolver,3,2984,0,91
FieldLUDecompositionImpl,3,2984,0,441
FieldLUDecomposition,3,2984,0,97
LUDecompositionImpl,6,3089,0,429
LUDecomposition,3,3089,0,95
NonSquareMatrixException,3,3089,0,42
NotPositiveDefiniteMatrixException,3,3089,0,42
NotSymmetricMatrixException,3,3089,0,42
QRDecompositionImpl,5,3089,0,462
QRDecomposition,3,3089,0,80
SingularMatrixException,3,3089,0,39
SingularValueDecompositionImpl,5,3089,0,450
SingularValueDecomposition,3,3089,0,133
DecompositionSolver,11,2864,0,84
TriDiagonalTransformer,3,3089,0,275
DefaultFieldMatrixChangingVisitor,3,2984,0,65
DefaultFieldMatrixPreservingVisitor,3,2984,0,64
DefaultRealMatrixChangingVisitor,3,3164,0,51
DefaultRealMatrixPreservingVisitor,3,3164,0,50
DenseFieldMatrix,6,2976,0,1613
DenseRealMatrix,16,3205,0,828
EigenDecompositionImpl,18,2864,0,1825
EigenDecomposition,12,2864,0,131
EigenSolver,4,3223,0,210
FieldDecompositionSolver,2,2864,0,86
FieldLUDecompositionImpl,3,2864,0,433
FieldLUDecomposition,2,2864,0,94
FieldMatrixChangingVisitor,3,2984,0,64
FieldMatrixImpl,6,2984,0,655
FieldMatrix,5,2984,0,819
FieldMatrixPreservingVisitor,3,2984,0,63
FieldVectorImpl,5,2984,0,802
FieldVector,5,2984,0,364
GershgorinCirclesUnion,3,3275,0,89
InvalidMatrixException,14,4380,0,69
LUDecompositionImpl,17,2864,0,423
LUDecomposition,12,2864,0,92
LUSolver,4,3223,0,245
MatrixIndexException,16,4380,0,68
MatrixUtils,23,3979,0,82
MatrixVisitorException,2,3175,0,40
NonSquareMatrixException,4,2864,0,41
NotPositiveDefiniteMatrixException,4,2864,0,42
NotSymmetricMatrixException,4,2864,0,42
OpenMapRealMatrix,6,2932,0,289
OpenMapRealVector,6,2932,0,1300
QRDecompositionImpl,28,2864,0,450
QRDecomposition,18,2864,0,77
QRSolver,4,3223,0,169
RankDeficientMatrixException,3,3266,0,37
RealMatrixChangingVisitor,5,3175,0,41
RealMatrixImpl,75,4437,0,775
RealMatrix,48,4437,0,282
RealMatrixPreservingVisitor,5,3175,0,40
RealVectorFormat,7,3317,0,334
RealVectorImpl,14,3317,0,1295
RealVector,7,3317,0,682
SingularMatrixException,5,2864,0,38
SingularValueDecompositionImpl,13,2864,0,438
SingularValueDecomposition,11,2864,0,130
SingularValueSolver,4,3223,0,158
SparseFieldMatrix,5,2944,0,189
SparseFieldVector,9,2944,0,585
SparseRealMatrix,13,2931,0,40
SparseRealVector,28,2931,0,33
TriDiagonalTransformer,12,2864,0,268
ListUnivariateImpl,7,4620,0,120
MathConfigurationException,26,4437,0,95
MathException,39,4437,0,95
MathRuntimeException,12,3266,0,196
MathUtils,3,4567,0,261
MaxEvaluationsExceededException,2,2892,0,67
MaxIterationsExceededException,9,3761,0,44
MessagesResources_fr,66,3762,0,130
AbstractIntegrator,14,3359,0,104
AbstractStepInterpolator,10,3743,0,431
AdaptiveStepsizeIntegrator,18,3743,0,317
ClassicalRungeKuttaIntegrator,8,3743,0,82
ClassicalRungeKuttaStepInterpolator,9,3743,0,113
ContinuousOutputModel,19,3743,0,376
DerivativeException,9,3743,0,50
DormandPrince54Integrator,9,3743,0,153
DormandPrince54StepInterpolator,10,3743,0,197
DormandPrince853Integrator,9,3743,0,258
DormandPrince853StepInterpolator,10,3743,0,413
DummyStepHandler,8,3743,0,92
DummyStepInterpolator,11,3743,0,123
EmbeddedRungeKuttaIntegrator,7,3592,0,385
EulerIntegrator,8,3743,0,80
EulerStepInterpolator,8,3743,0,97
CombinedEventsManager,5,3363,0,242
EventException,3,3363,0,50
EventHandler,5,3363,0,160
EventState,12,3363,0,299
FirstOrderConverter,9,3743,0,108
FirstOrderDifferentialEquations,9,3743,0,66
FirstOrderIntegratorFactoryImpl,2,3725,0,278
FirstOrderIntegratorFactory,3,3725,0,297
FirstOrderIntegrator,17,3743,0,84
FixedStepHandler,5,3743,0,57
GillIntegrator,8,3743,0,82
GillStepInterpolator,9,3743,0,119
GraggBulirschStoerIntegrator,13,3743,0,1020
