ClassName,Changes,TotalCommits
UsageStrictMockTest,5,1946
MockitoMethodProxyTest,2,781
WarningAboutStubCalledWithDifferentArgsTest,3,1174
DebuggingHelper,3,1175
WarningAboutUnstubbedMethodsInvokedTest,3,1175
VarargsErrorWhenCallingRealMethodTest,2,790
NeverWantedButInvoked,4,1598
ThreadVerifiesContinuoslyInteractingMockTest,3,1200
TimesTest,3,1238
CustomMatcher,4,1678
StubbingSpiesTest,3,1262
VerboseJUnitRunnerTest,2,845
StrictlyNumberOfInvocationsVerifierTest,4,1705
TooManyActualInvocations,4,1715
TooLittleActualInvocations,4,1715
WantedButNotInvoked,4,1715
ObjectsChunk,4,1719
MockAwareInterceptor,4,1729
OngoingVerifyingModeTest,4,1785
MockitoStateImpl,4,1791
MockitoStateImplTest,4,1791
ThreadSafeMockitoState,4,1791
MockitoJUnit45Runner,3,1352
JUnit4ExampleTest,3,1352
JUnit45ExampleTest,3,1352
StubbedInvocation,4,1824
HasVerboseVariant,2,916
InvalidUsageExceptionsTest,4,1864
StubbingConsecutiveAnswersTest,2,932
MethodSelectorImpl,3,1409
NiceMessagesOnRuntimeExceptions,4,1881
Proxy,2,950
Frame,2,950
CallbackHelper,2,950
Enhancer,2,950
CallbackFilter,2,950
HasFilterableStackTrace,4,1910
VerificationAssertionError,4,1911
CanPrintInMultilines,3,1437
MockitoControlTest,4,1918
LogicalOperator,4,1924
MockitoObjectMethodsFilter,4,1930
AncillaryTypesImpl,2,965
AncillaryTypes,2,965
ConstraintsToStringTest,4,1934
CallbackTest,4,1934
StubTest,4,1934
AnswerTest,4,1934
CallbackAndArgumentsTest,4,1934
UsageConstraintsTest,4,1934
UsageMatchersTest,4,1934
MockitoInvocation,4,1946
ClassProxyFactory,4,1946
MockitoOperations,4,1946
UnableToCopyFieldValue,2,975
ClassProviderTest,2,988
ClassProvider,2,988
MockitoJUnit45AndUpRunner,2,989
LegacyJUnitRunner,2,991
TestCreationListener,2,991
ClassNameFinder,3,1497
ConfiguringDefaultReturnValuesUsingRunnerTest,3,1503
MockitoRunner,3,1504
MockitoTroubleshooter,2,1020
ConfiguringReturnValuesTest,3,1533
OrdinaryVerificationPrintsAllInteractionsTest,2,1036
ArgumentMatcherTest,3,1563
HasStackTraceStub,3,1589
LoadsOfMocksTest,2,1089
VerifcationInOrderFailure,3,1639
WantedAnywhereAfterFollowingInteraction,3,1650
VerifcationInOrderFailed,3,1662
DefaultAnntotationEngine,2,1131
StrictlyMissingInvocationVerifierTest,3,1704
GlobalInvocationsFinder,3,1707
StrictVerificationFailure,3,1713
ShouldBeInvokedAfter,3,1713
NoInteractionsWanted,3,1715
ActualInvocationsFinderStub,3,1716
Chunker,3,1719
ChunkerTest,3,1719
BecauseThisMethodWasNotStubbed,2,1176
EarlyPointOfFailureWhenStubNotCalledTest,2,1188
VoidMethodStubable,3,1785
MockNamer,3,1785
InvocationMatcherFactory,3,1793
VerificationInOrderFromMultipleThreadsTest,2,1205
AtLeastXVerificationMode,2,1257
SequenceNumberProvider,3,1887
MockitoInOrderVerificationMode,2,1268
MockitoVerificationModeTest,2,1273
Namer,3,1911
MockitoMatcher,3,1924
MockitoExpectation,3,1924
HasNoIvocationsMatcher,3,1924
HasNoMoreIvocationsMatcher,3,1924
VoidMethodExpectation,3,1924
ClassProxyFactoryTest,3,1926
MockVerificationAssertionError,3,1946
EasyMock,3,1946
ClassExtensionHelper,3,1946
MocksControl,3,1946
ExampleTestCase,2,1349
ArgumentsAreDifferentJUnitStyle,2,1353
StubberFoo,2,1405
ExceptionsValidator,2,1419
ExceptionsValidatorTest,2,1419
Logger,2,1427
StubbingMultipleReturnValuesTest,2,1463
NullInsteadOfMockException,2,1464
ArgumentsAreDifferentEclipseReady,2,1484
ConfiguringMocksToReturnFakesTest,2,1504
CanMakeMocksSmart,2,1504
MoreConfiguringDefaultReturnValuesTest,2,1525
EmptyValuesProvider,2,1536
ActualArgumentsAreDifferent,2,1564
ArgumentsAreDifferentException,2,1586
InvocationDiffersFromActual,2,1715
PointingStackTraceToActualChunkTest,2,1715
MarkingVerifierTest,2,1716
MarkingVerifier,2,1716
WantedButNotInvokedError,2,1719
WrongOrderVerificationError,2,1720
NoInteractionsWantedError,2,1736
InvocationsCalculatorImpl,2,1782
InvocationsCalculatorImplTest,2,1782
Strings,2,1808
MockitoStackTraceMergerTest,2,1811
MockitoStackTraceMerger,2,1811
MultiThreadedRun,2,1817
NiceMessagesOnInvalidUsageTest,2,1866
AddStaticInitTransformer,1,950
AddDelegateTransformer,1,950
ClassTransformerTee,1,950
Subroutine,1,950
AddInitTransformer,1,950
AddPropertyTransformer,1,950
ClassTransformer,1,950
ClassTransformerFactory,1,950
ClassTransformerChain,1,950
TableSwitchInsnNode,1,950
ClassVisitor,1,950
ClassReaderGenerator,1,950
Analyzer,1,950
AnalyzerException,1,950
ASMifierAbstractVisitor,1,950
ClassReader,1,950
AnnotationNode,1,950
AccessFieldTransformer,1,950
VisibilityPredicate,1,950
ClassVisitorTee,1,950
AbstractClassTransformer,1,950
ASMifierAnnotationVisitor,1,950
ASMifierClassVisitor,1,950
ASMifierFieldVisitor,1,950
ASMifierMethodVisitor,1,950
AbstractClassFilterTransformer,1,950
AbstractClassGenerator,1,950
CollectionUtils,1,950
AbstractClassLoader,1,950
CodeGenerationException,1,950
ClassWriter,1,950
AbstractInsnNode,1,950
CodeEmitter,1,950
AbstractInterceptFieldCallback,1,950
AbstractProcessTask,1,950
AbstractTransformTask,1,950
AnnotationVisitorTee,1,950
ClassesKey,1,950
AbstractVisitor,1,950
AnnotationVisitor,1,950
ClassNameReader,1,950
AnnotationWriter,1,950
TraceMethodVisitor,1,950
CheckMethodAdapter,1,950
CheckFieldAdapter,1,950
CallbackGenerator,1,950
CallbackInfo,1,950
CheckClassAdapter,1,950
TraceAbstractVisitor,1,950
TraceAnnotationVisitor,1,950
CheckAnnotationAdapter,1,950
TraceClassVisitor,1,950
TraceFieldVisitor,1,950
TraceSignatureVisitor,1,950
ClassNode,1,950
Traceable,1,950
Transformer,1,950
TransformingClassGenerator,1,950
TransformingClassLoader,1,950
TryCatchBlockNode,1,950
Type,1,950
TypeInsnNode,1,950
TypeUtils,1,950
UndeclaredThrowableException,1,950
UndeclaredThrowableStrategy,1,950
Value,1,950
VarInsnNode,1,950
ByteVector,1,950
BulkBeanException,1,950
UndeclaredThrowableTransformer,1,950
Attribute,1,950
ClassInfo,1,950
ClassGenerator,1,950
ClassFilterTransformer,1,950
ClassFilter,1,950
BasicInterpreter,1,950
ClassEmitterTransformer,1,950
ClassEmitter,1,950
ClassAdapter,1,950
BasicValue,1,950
BasicVerifier,1,950
BeanCopier,1,950
TinyBitSet,1,950
BeanGenerator,1,950
CheckSignatureAdapter,1,950
BeanMap,1,950
BeanMapEmitter,1,950
Block,1,950
BulkBean,1,950
BulkBeanEmitter,1,950
Callback,1,950
MethodProxy,1,950
StringSwitcher,1,950
IincInsnNode,1,950
MixinBeanEmitter,1,950
MixinEmitter,1,950
MixinEverythingEmitter,1,950
LabelNode,1,950
Label,1,950
Constants,1,950
KeyFactory,1,950
ParallelSorterEmitter,1,950
ParallelSorter,1,950
Opcodes,1,950
ObjectSwitchCallback,1,950
JumpInsnNode,1,950
Item,1,950
InvocationHandlerGenerator,1,950
InvocationHandler,1,950
Interpreter,1,950
InterfaceMaker,1,950
InterceptFieldTransformer,1,950
InterceptFieldFilter,1,950
InterceptFieldEnabled,1,950
MethodAdapter,1,950
IntInsnNode,1,950
InsnNode,1,950
InsnList,1,950
InnerClassNode,1,950
Mixin,1,950
LazyLoader,1,950
LazyLoaderGenerator,1,950
ASMifiable,1,950
MemberNode,1,950
MethodDelegate,1,950
ProcessSwitchCallback,1,950
ProcessArrayCallback,1,950
MethodFilter,1,950
MethodFilterTransformer,1,950
MethodInfoTransformer,1,950
MethodInsnNode,1,950
MethodInterceptor,1,950
MethodInterceptorGenerator,1,950
MethodNode,1,950
MethodVisitor,1,950
LdcInsnNode,1,950
Predicate,1,950
ReflectUtils,1,950
LookupSwitchInsnNode,1,950
LocalVariablesSorter,1,950
LocalVariableNode,1,950
Local,1,950
RejectModifierPredicate,1,950
LineNumberNode,1,950
MethodVisitorTee,1,950
MethodWrapper,1,950
MethodWriter,1,950
ImmutableBean,1,950
InterceptFieldCallback,1,950
FastClassEmitter,1,950
FieldProviderTransformer,1,950
FieldNode,1,950
FieldInsnNode,1,950
FastMethod,1,950
SimpleVerifier,1,950
FastMember,1,950
SmallSet,1,950
FastConstructor,1,950
FastClass,1,950
Factory,1,950
MulticastDelegate,1,950
SorterTemplate,1,950
SourceInterpreter,1,950
SourceValue,1,950
NoOpGenerator,1,950
NoOp,1,950
NamingPolicy,1,950
EmitUtils,1,950
Edge,1,950
DuplicatesPredicate,1,950
DispatcherGenerator,1,950
Dispatcher,1,950
DefaultNamingPolicy,1,950
DefaultGeneratorStrategy,1,950
DebuggingClassWriter,1,950
Customizer,1,950
Converter,1,950
ConstructorDelegate,1,950
FieldProvider,1,950
ProxyRefDispatcher,1,950
FixedValueGenerator,1,950
FixedKeySet,1,950
FieldVisitorTee,1,950
FixedValue,1,950
FieldVisitor,1,950
FrameNode,1,950
GeneratorStrategy,1,950
Signature,1,950
Handler,1,950
SignatureReader,1,950
SignatureVisitor,1,950
SignatureWriter,1,950
MultiANewArrayInsnNode,1,950
FieldWriter,1,950
IncorectBindingTest,2,1902
IBaseInteface,2,1902
IDerivedInterface,2,1902
ISuperDerived,2,1902
ClassUseDerivedInterface,2,1902
BaseMessage,2,1902
SuperClassUseSuperDerived,2,1902
BaseClass,2,1902
Message,2,1902
OverriddenIntrefaceMethodTest,2,1902
StackTrackeFilteringWhenVerificationFailsTest,2,1911
LastClassIsMockitoFilter,2,1911
LastClassIsCglibEnchantedFilter,2,1911
CoolMatchers,2,1922
RuntimeExceptionWrapper,2,1924
JUnitMatchers,2,1930
UsingMatchersTest,2,1931
Util,2,1932
ToDo,2,1941
RecordState,2,1946
IMocksBehavior,2,1946
ILegacyMethods,2,1946
MockitoVsEasyMockTest,2,1946
IMocksControlState,2,1946
Range,2,1946
ArrayMatcher,2,1946
ExpectedInvocationAndResult,2,1946
ObjectMethodsTest,2,1946
ExpectedInvocationAndResults,2,1946
MockitoOperationsTest,2,1946
MockInvocationHandler,2,1946
UnorderedBehavior,2,1946
MocksBehavior,2,1946
Results,2,1946
LegacyMatcherProvider,2,1946
ReplayState,2,1946
LastControl,2,1946
IExpectationSetters,2,1946
MockReturnsEmptyCollectionsTest,1,1946
NiceMockControlLongCompatibleReturnValueTest,1,1946
AlwaysMatcher,1,1946
NiceMockTest,1,1946
MockClassControl,1,1946
AbstractMatcher,1,1946
UsageOverloadedDefaultValueTest,1,1946
MatchableArgumentsTest,1,1946
IVarArgs,1,1946
UsageLongCompatibleReturnValueTest,1,1946
UsageFloatingPointReturnValueTest,1,1946
UsageExpectAndThrowTest,1,1946
UsageExpectAndReturnTest,1,1946
UsageExpectAndDefaultThrowTest,1,1946
UsageExpectAndDefaultReturnTest,1,1946
UsageDefaultReturnValueTest,1,1946
UsageCallCountTest,1,1946
IMocksControl,1,1946
ArgumentsMatcher,1,1946
ILegacyMatcherMethods,1,1946
ThrowableWrapper,1,1946
ExpectedMethodCallTest,1,1946
EqualsMatcherTest,1,1946
EqualsMatcher,1,1946
NiceMockReturnsEmptyCollectionsTest,1,1946
DefaultMatcherTest,1,1946
StacktraceTest,1,1946
UsageOverloadedMethodTest,1,1946
UsageRangeTest,1,1946
UsageThrowableTest,1,1946
UsageUnorderedTest,1,1946
RecordStateInvalidDefaultReturnValueTest,1,1946
RecordStateInvalidDefaultThrowableTest,1,1946
ArgumentsMatcherTest,1,1946
ArrayMatcherTest,1,1946
AssertionErrorWrapper,1,1946
RecordStateInvalidMatcherTest,1,1946
RecordStateInvalidRangeTest,1,1946
RecordStateInvalidReturnValueTest,1,1946
RecordStateInvalidStateChangeTest,1,1946
RecordStateInvalidThrowableTest,1,1946
RecordStateInvalidUsageTest,1,1946
RecordStateMethodCallMissingTest,1,1946
ReplayStateInvalidCallsTest,1,1946
ReplayStateInvalidUsageTest,1,1946
LegacyBehaviorTests,1,1946
UsageVerifyTest,1,1946
UsageVarargTest,1,1946
NiceMockControlTest,1,1946
