ClassName,Changes,TotalCommits,Insertions,Deletions
ConsoleSpammingMockitoJUnitRunnerTest,12,1549,13,147
CallsRealMethods,12,1552,44,14
ScenarioPrinterTest,9,1174,17,2
InvocationMarker,11,1458,15,4
MockitoAssertionError,19,2529,7,85
MockitoException,19,2529,26,40
WarningsPrinterImplTest,11,1465,28,50
PointingStackTraceToActualInvocationInOrderTest,17,2269,22,136
DefaultReturnValues,16,2150,0,274
AnnotationEngine,13,1749,24,33
VerificationDataInOrderImpl,9,1211,6,6
VerificationDataImpl,14,1884,27,11
FileHasher,2,270,0,51
ExposedInvocation,11,1492,0,17
Incubating,7,950,4,20
ArgumentsAreDifferent,16,2172,23,17
VerificationAndStubbingUsingMatchersTest,18,2445,18,14
VerificationModeDecoder,14,1904,0,16
BeanPropertySetter,8,1088,31,30
StubbingWithCustomAnswerTest,15,2041,44,10
FinalMockCandidateFilter,8,1089,7,44
BridgeMethodPuzzleTest,18,2464,7,141
DelegatingMethod,10,1370,69,48
MockitoAssertionErrorTest,18,2474,3,66
FieldInitializerTest,8,1103,78,33
Steps,1,138,0,0
Operations,1,138,0,0
Operation,1,138,0,0
RegisteredInvocationsTest,18,2488,0,244
AbstractMockitoMethodProxy,10,1384,0,58
DelegatingMockitoMethodProxy,10,1384,4,21
Answer,15,2077,22,25
ArgumentMatchingToolTest,11,1525,39,9
MatchersPrinter,11,1534,15,14
CGLIBHacker,13,1816,24,5
SerializableNoOp,10,1399,3,26
ConfigurationSupport,15,2099,0,119
WarningsCollector,9,1262,9,5
MockFactoryTest,18,2534,0,145
JUnitTool,14,1971,16,45
MockitoState,18,2536,0,98
ReturnsEmptyValuesTest,11,1551,46,94
ReturnsSmartNullsTest,11,1551,46,76
FindingsListener,9,1269,6,2
ArgumentsComparator,10,1413,7,1
CollectCreatedMocks,9,1273,8,4
InvalidUseOfMatchersException,18,2549,9,12
MockingStartedListener,9,1276,7,2
InvocationOnMock,15,2133,42,15
AtLeast,13,1862,22,20
InOrderImpl,13,1863,25,44
MethodInvocationReport,7,1005,10,1
AtLeastXNumberOfInvocationsCheckerTest,10,1439,12,8
ConsecutiveStubbing,11,1590,20,11
MockitoStubberTest,14,2024,0,97
ParallelSerializationTest,5,724,46,59
CapturesArgumensFromInvocation,10,1458,7,0
Strictly,17,2502,0,12
Primitives,13,1917,73,30
GenericMasterTest,8,1182,34,11
CapturingArgumentsTest,11,1627,195,24
MockInjectionUsingConstructorTest,7,1036,57,14
DescribedInvocation,6,889,18,2
MyPluginSwitch,1,150,0,0
PluginSwitchTest,1,150,0,0
DefaultPluginSwitch,1,150,0,0
Verifier,16,2404,0,18
ReadingConfigurationFromClasspathTest,10,1503,0,27
EmptyReturnValues,16,2410,0,237
ModellingVerboseMockitoTest,11,1659,40,7
DefaultMockingDetails,6,908,14,3
InOrderImplTest,8,1211,5,1
InOrderContext,8,1211,5,1
CglibClassImposterizer,2,304,0,154
CglibClassImposterizerTest,2,304,0,95
NumberOfInvocationsInOrderVerifierTest,15,2280,0,121
InjectionByTypeShouldFirstLookForExactTypeThenAncestorTest,7,1065,34,11
GloballyConfiguredReturnValues,12,1826,0,14
SerializableMethod,9,1372,38,12
DefaultClassImposterizerTest,2,305,0,95
DefaultClassImposterizer,2,305,0,154
ExampleTest,14,2147,15,48
ObjenesisInstantiator,2,307,1,1
CachingObjenesisInstantiator,2,307,0,10
CachingObjenesisInstanceFactory,2,308,0,10
ClickableStackTracesWhenFrameworkMisusedTest,11,1697,40,6
InstanceFactory,2,309,0,12
InOrderWrapper,12,1854,18,11
ObjenesisInstanceFactory,2,309,0,16
ConstructorInstanceFactory,2,309,0,12
Times,12,1856,23,24
Iterables,1,155,0,0
StubberImpl,13,2024,33,13
AtLeastOnceVerificationTest,16,2502,0,86
Returns,13,2037,8,26
MockCreationValidatorTest,8,1257,38,22
MockitoVerificationMode,12,1891,0,89
MockName,11,1734,13,35
MyMockMaker,1,158,0,0
VerificationModeDecoderTest,12,1904,0,26
ArrayEquals,16,2542,38,41
Result,16,2542,0,94
EqualsWithDelta,16,2542,24,9
Plugins,1,159,0,0
NonGreedyNumberOfInvocationsInOrderChecker,6,958,3,3
CglibTest,16,2564,0,177
DescriptiveMessagesOnMisuseTest,14,2244,51,100
