ClassName,Changes,TotalCommits
VerifcationInOrderFailure,3,1081
VerificationError,7,1239
VerificationInOrderFailure,2,511
WantedButNotInvokedError,2,1161
WantedButNotInvoked,3,1157
WrongOrderVerificationError,2,1162
WantedDiffersFromActual,2,1250
HasNoIvocationsMatcher,3,1366
HasNoMoreIvocationsMatcher,3,1366
MockitoMatcher,3,1366
WasInvokedMatcher,5,1366
IMockitoConfiguration,7,600
InjectMock,4,73
InjectMocks,2,51
InOrderImpl,3,687
InOrder,11,1104
InOrderVerifier,14,1104
AllInvocationsFinder,12,1312
AncillaryTypesImpl,2,407
ClassProxyFactory,2,1366
ClassPathLoader,5,587
Configuration,7,919
DefaultAnnotationEngine,13,572
DefaultAnntotationEngine,2,573
DefaultInjectionEngine,4,73
DefaultReturnValues,3,919
GlobalConfiguration,15,604
InjectingAnnotationEngine,7,73
MockitoConfiguration,7,919
MockitoProperties,3,919
SpyAnnotationEngine,5,73
AbstractMockitoMethodProxy,4,208
CGLIBHacker,8,640
MockitoNamingPolicy,3,640
ClassNameFinder,1,939
DelegatingMethod,3,194
DelegatingMockitoMethodProxy,3,208
ClassImposterizer,14,733
SearchingClassLoader,2,733
SerializableNoOp,2,218
MethodInterceptorFilter,22,1171
MockAwareInterceptor,4,1171
MockAwareInvocationHandler,3,1227
MockFactory,16,1227
MockitoMethodProxy,4,223
MockNamer,3,1227
MockSettingsImpl,16,406
ObjectMethodsFilter,3,1227
ObjenesisClassInstantiator,4,1227
SearchingClassLoader,3,823
SerializableMockitoMethodProxy,3,208
DebuggingInfo,19,631
FindingsListener,3,93
Localized,3,538
Location,15,538
LoggingListener,3,89
MockitoDebuggerImpl,8,160
WarningsCollector,2,86
WarningsFinder,5,93
WarningsPrinterImpl,7,289
WarningsPrinter,11,613
EmptyReturnValues,2,1234
ConditionalStackTraceFilter,3,364
StackTraceFilter,4,364
ExceptionIncludingMockitoWarnings,3,99
ExpectedInvocation,11,1318
VerboseMockitoJUnitRunner,4,565
IAnswer,3,1366
IMockHandler,6,253
InOrderImpl,7,494
ActualInvocationsFinder,6,1161
AllInvocationsFinder,9,931
ArgumentsComparator,3,237
CanPrintInMultilines,3,879
CapturesArgumensFromInvocation,4,282
Chunker,3,1161
InvocationChunk,5,1316
DelegatingMockitoMethod,2,208
GlobalInvocationsFinder,3,1149
InvocationChunk,2,1227
Invocation,80,1227
InvocationMarker,4,282
InvocationMatcher,41,1227
InvocationOnMock,3,957
InvocationsAnalyzer,11,1177
InvocationsCalculatorImpl,2,1224
InvocationsCalculator,11,1224
InvocationsChunker,10,1224
InvocationsFinder,40,1227
InvocationsMarker,8,1224
InvocationsPrinter,10,1219
Invocation,23,1366
ListUtil,2,1155
InvocationMatcherFactory,3,1235
InvocationMatcher,2,1235
MatchersBinder,16,1227
MockitoMethod,11,194
ObjectsChunk,4,1161
PrintingFriendlyInocation,2,358
PrintSettings,5,358
CGLIBProxyRealMethod,7,364
FilteredCGLIBProxyRealMethod,8,364
HasCGLIBMethodProxy,4,316
RealMethod,4,364
SerializableMethod,5,196
SerializableMockitoMethod,4,208
InvocationsFinder,3,1312
StubInfo,5,160
UnusedStubsFinder,1,101
InvocationWithMatchers,12,1366
LastArguments,9,1366
CollectCreatedMocks,3,97
MockingProgressListener,2,100
MockingStartedListener,4,100
And,9,1366
Any,10,1366
AnyVararg,4,237
EqualsBuilder,2,1077
ReflectionEquals,7,1077
ArgumentMatcher,3,1134
ArrayEquals,15,1366
MatchersBinder,2,1232
CanDescribeVerbosely,3,343
CanPrintArgumentVerbosely,3,355
CapturesArguments,4,282
CapturingMatcher,5,448
CompareEqual,5,1366
Compare,9,1366
CompareTo,10,1366
ContainsExtraTypeInformation,3,340
Contains,9,1366
EndsWith,9,1366
Equality,2,184
Equals,23,1366
EqualsWithDelta,12,1366
Find,9,1366
GreaterOrEqual,5,1366
GreaterThan,5,1366
HasVerboseVariant,2,358
IArgumentMatcher,7,1366
InstanceOf,10,1366
LessOrEqual,5,1366
LessThan,5,1366
LocalizedMatcher,14,521
LogicalOperator,4,1366
MatcherDecorator,4,237
MatchersPrinter,9,358
Matches,9,1366
Not,9,1366
NotNull,9,1366
Null,9,1366
Or,10,1366
Same,10,1366
StartsWith,9,1366
VarargMatcher,3,237
MethodSelector,4,1366
MissingInvocationVerifier,2,1228
MockAwareInvocationHandler,4,1366
MockControl,38,1354
MockFactory,7,1358
MockHandlerInterface,6,151
MockHandler,103,1179
MockitoBehavior,43,1366
MockitoControl,7,1366
MockitoCore,26,494
MockitoExpectation,3,1366
MockitoInvocationHandler,3,153
MockitoInvocation,2,1366
MockitoObjectMethodsFilter,2,1366
MockitoOperations,2,1366
MockitoStateImpl,2,1233
MockitoState,16,1360
MockUtil,16,1366
Namer,3,1353
NumberOfInvocationsVerifier,2,1228
ObjectMethodsFilter,5,1358
ObjenesisClassInstantiator,4,1366
OrderOfInvocationsVerifier,2,1228
ArgumentMatcherStorageImpl,4,621
ArgumentMatcherStorage,4,621
DebuggingHelper,3,617
DeprecatedOngoingStubbing,2,795
EmptyReturnValues,3,971
HandyReturnValues,6,601
IOngoingStubbing,1,323
LastArguments,18,1225
LocalizedMatcher,2,638
MockingProgressImpl,31,1225
MockingProgress,27,1225
NewOngoingStubbing,14,795
OngoingStubbing,21,1225
OngoingVerifyingMode,3,1225
ReturnValues,4,1119
SequenceNumber,2,647
ThreadSafeMockingProgress,25,1225
VerificationModeImpl,19,1165
VerificationMode,23,1207
RegisteredInvocations,13,1312
PrintingFriendlyInocation,2,352
PrintingFriendlyInvocation,1,346
PrintSettings,6,352
SmartPrinter,6,352
Result,9,1366
EmptyReturnValues,6,601
GloballyConfiguredAnswer,2,375
GloballyConfiguredReturnValues,12,650
MockReturnValues,9,494
MoreEmptyReturnValues,8,601
RealReturnValues,4,466
ReturnsEmptyValues,2,375
ReturnsMocks,2,375
ReturnsMoreEmptyValues,2,375
ReturnsSmartNulls,2,375
SmartNullReturnValues,20,650
FrameworkUsageValidator,2,441
JUnit44RunnerImpl,3,428
JUnit45AndHigherRunnerImpl,5,428
LegacyJUnitRunner,2,433
MockitoJUnit44RunnerImpl,3,431
MockitoJUnit45AndUpRunner,2,431
RunnerFactory,8,431
RunnerImpl,4,428
TestCreationListener,2,433
ClassProvider,2,430
FrameworkUsageValidator,2,431
RunnerProvider,4,429
TestMethodsFinder,2,234
RuntimeExceptionWrapper,2,1366
SequenceNumberProvider,3,1329
LastArguments,2,1227
MockingProgressImpl,2,1226
MockingProgress,2,1226
MockitoStateImpl,2,1227
MockitoState,2,1227
OngoingStubbing,2,1227
OngoingVerifyingMode,2,1227
ThreadSafeMockingProgress,2,1226
ThreadSafeMockitoState,2,1227
StrictOrderVerifier,10,1330
StubbedInvocation,4,1266
StubbedInvocationMatcher,2,1234
Stubber,6,1237
AnswerFactory,6,900
Answer,5,901
AnswerReturnValuesAdapter,4,376
AnswersValidator,5,414
CallsRealMethod,3,414
CallsRealMethods,6,376
ClonesArguments,2,64
DoesNothing,3,414
Returns,3,414
ThrowsException,5,414
AnswersValidator,8,850
BaseStubbing,9,414
CallsRealMethod,3,466
ConsecutiveStubbing,7,414
Answers,4,73
GloballyConfiguredAnswer,2,374
ReturnsDeepMocks,3,106
ReturnsDeepStubs,5,80
ReturnsEmptyValues,3,374
ReturnsMocks,6,374
ReturnsMoreEmptyValues,3,374
ReturnsSmartNulls,5,374
DefaultReturnValues,2,974
DoesNothing,3,828
DontThrow,5,895
EmptyReturnValues,5,1227
ExceptionsValidator,2,861
IAnswer,5,1227
InvocationContainerImpl,3,149
InvocationContainer,2,150
MethodSelectorImpl,3,851
MethodSelector,2,851
MockitoStubber,19,848
OngoingStubbingImpl,10,414
Result,7,1227
Returns,8,861
ReturnsVoid,3,838
StubbedInvocationMatcher,16,1227
StubbedMethodSelector,11,848
StubberFoo,2,847
StubberImpl,8,848
Stubber,33,845
ThrowsException,9,861
VoidMethodStubable,3,1227
VoidMethodStubbableImpl,6,414
VoidMethodStubbable,17,1170
ThreadSafeMockitoState,2,1233
ToTypeMappings,4,1366
ArrayUtils,3,128
ConsoleMockitoLogger,1,88
AccessibilityChanger,3,411
FieldCopier,3,411
LenientCopyTool,3,411
CreationValidator,4,404
Decamelizer,1,950
IdentitySet,2,35
JUnitFailureHacker,4,85
ListUtil,4,1150
Logger,2,869
MockCreationValidator,1,81
MockitoLoggerImpl,7,617
MockitoLogger,5,617
MockName,4,558
MockUtil,38,932
ObjectMethodsGuru,13,251
Primitives,5,741
AccessibilityChanger,1,294
FieldCopier,1,294
FieldReader,2,55
FieldSetter,2,66
GenericMaster,3,6
LenientCopyTool,3,294
Whitebox,1,287
RemoveFirstLine,2,292
ShallowCopyTool,4,417
SimpleMockitoLogger,1,88
StringJoiner,1,613
UnableToCopyFieldValue,2,417
InOrderContext,2,35
VerificationDataInOrderImpl,3,35
VerificationDataInOrder,1,35
VerificationData,2,705
VerificationInOrderMode,3,705
VerificationMode,2,705
ArgumentMatchingTool,10,350
AtLeast,10,686
AtLeastXNumberOfInvocationsChecker,2,686
AtLeastXNumberOfInvocationsInOrderChecker,3,686
AtLeastXVerificationMode,2,699
AtMost,4,688
AtMostXVerificationMode,4,708
BasicVerificationMode,5,722
AtLeastDiscrepancy,2,515
AtLeastXNumberOfInvocationsChecker,9,671
AtLeastXNumberOfInvocationsInOrderChecker,8,671
MissingInvocationChecker,11,671
MissingInvocationInOrderChecker,7,671
NumberOfInvocationsChecker,6,671
NumberOfInvocationsInOrderChecker,8,671
InOrderContextImpl,3,35
InOrderVerificationMode,4,722
InOrderVerificationModeWrapper,4,708
InOrderWrapper,5,678
MarkingVerifier,2,1158
MissingInvocationChecker,5,708
MissingInvocationInOrderChecker,4,708
MissingInvocationInOrderVerifier,13,1104
MissingInvocationVerifier,36,1227
MockAwareVerificationMode,3,27
MockitoInOrderVerificationMode,2,710
MockitoVerificationMode,12,715
NoMoreInteractions,5,679
NoMoreInteractionsMode,10,722
NoMoreInvocationsVerifier,19,1195
NumberOfInvocationsChecker,6,708
NumberOfInvocationsInOrderChecker,7,708
NumberOfInvocationsInOrderVerifier,14,1104
NumberOfInvocationsVerifier,37,1227
Only,5,246
OrderOfInvocationsVerifier,3,1227
RegisteredInvocations,11,975
SmartPrinter,3,357
StrictlyMissingInvocationVerifier,7,1152
StrictlyNumberOfInvocationsVerifier,7,1152
StrictVerifier,4,1155
SyncingPrinter,6,880
Times,9,680
VerificationDataImpl,7,708
VerificationModeDecoder,14,728
VerificationModeFactory,11,714
VerificationModeImpl,6,723
VerificationMode,4,723
VerificationWithTimeoutImpl,3,17
Verifier,14,1227
VerifyingRecorder,38,1227
Verifier,2,1228
VerifyingMode,13,1366
VerifyingRecorder,3,1229
VoidMethodExpectation,3,1366
InvocationOnMock,9,950
Matchers,73,1371
MockitoAnnotations,28,1095
MockitoBehavior,2,1388
MockitoConfiguration,6,978
MockitoControl,3,1388
MockitoDebugger,5,160
MockitoExperimental,5,1359
MockitoInvocation,2,1388
Mockito,235,1388
MockitoOperations,2,1388
MockitoTroubleshooter,2,462
Mock,11,796
MockSettings,15,406
MockUtil,2,1388
ReturnValues,11,600
ConsoleSpammingMockitoJUnitRunner,10,373
ExperimentalMockitoJUnitRunner,10,631
ExperimentalMockitoJUnitRunnerPM,4,609
MockitoJUnit44Runner,13,762
MockitoJUnit45Runner,3,794
MockitoJUnit4Runner,4,794
MockitoJUnitRunner,11,762
VerboseMockitoJUnitRunner,20,287
Spy,4,76
Strictly,17,1326
StrictOrderVerifier,17,1292
StrictVerifier,2,1348
Answer,6,860
ReturnsElementsOf,3,31
ClonesArguments,3,130
DeprecatedOngoingStubbing,2,324
NewOngoingStubbing,2,324
OngoingStubbing,3,323
Stubber,1,324
VoidMethodStubbable,2,324
FluentVerificationMode,2,20
Timeout,4,20
VerificationData,2,708
VerificationInOrderMode,2,708
VerificationMode,5,78
VerificationWithTimeout,3,17
MultiThreadedTest,2,866
ThreadsRunAllTestsHalfManualTest,28,861
ThreadsShareAMockTest,6,866
ThreadsShareGenerouslyStubbedMockTest,5,861
ThreadsStubSharedMockTest,5,861
ThreadVerifiesContinuoslyInteractingMockTest,2,642
VerificationInOrderFromMultipleThreadsTest,1,647
AnswerTest,2,1374
CallbackAndArgumentsTest,2,1374
CallbackTest,2,1374
CglibTest,2,1388
ComparableMatchersTest,2,1372
CompareToTest,3,1374
